SalePrice,Area,Price/m2,Width,Length,Location
2050.0,100.0,20.5,5.0,20.0,quan lien chieu
9500.0,103.0,92.23,5.0,20.6,quan son tra
3050.0,100.0,30.5,5.0,20.0,quan cam le
2220.0,115.0,19.3,5.0,23.0,quan lien chieu
3100.0,104.0,29.81,5.0,20.8,quan cam le
3500.0,100.0,35.0,5.0,20.0,quan ngu hanh son
1220.0,183.0,6.67,8.0,24.0,huyen hoa vang
2400.0,64.0,37.5,4.0,14.0,quan son tra
3050.0,100.0,30.5,5.0,20.0,quan cam le
3300.0,105.0,31.43,5.0,21.0,quan lien chieu
3000.0,100.0,30.0,5.0,21.0,quan ngu hanh son
1200.0,100.0,12.0,5.0,21.0,quan son tra
3100.0,75.0,41.33,5.0,15.0,quan lien chieu
2590.0,117.0,22.14,5.0,23.0,quan cam le
2000.0,90.0,22.22,5.0,18.0,quan ngu hanh son
375.0,100.0,37.5,5.0,20.0,quan cam le
9000.0,200.0,45.0,5.0,20.0,quan son tra
3050.0,111.0,27.48,5.0,22.0,quan ngu hanh son
3690.0,90.0,41.0,5.0,18.0,quan thanh khe
3450.0,100.0,34.5,5.0,20.0,quan cam le
2000.0,66.0,30.3,4.27,15.0,quan thanh khe
4150.0,81.0,51.23,4.5,18.0,quan hai chau
5700.0,98.2,58.16,4.5,22.0,quan lien chieu
5100.0,81.0,62.96,4.5,18.0,quan lien chieu
6700.0,84.0,79.76,4.12,18.0,quan hai chau
2150.0,102.0,21.08,5.0,20.0,quan lien chieu
5300.0,90.0,58.89,4.0,22.0,quan thanh khe
5300.0,72.0,73.61,6.4,11.2,quan thanh khe
2380.0,100.0,23.8,5.0,20.0,quan lien chieu
3550.0,75.0,47.33,5.0,20.0,quan son tra
4600.0,75.0,61.33,5.0,15.0,quan thanh khe
1649.0,60.0,27.48,4.0,15.0,quan lien chieu
1281.0,85.0,15.07,5.0,17.0,quan ngu hanh son
1370.0,200.0,6.85,8.01,25.0,huyen hoa vang
4300.0,100.0,43.0,5.0,20.0,quan cam le
2680.0,74.3,36.22,5.5,13.0,quan lien chieu
1795.0,98.0,18.32,6.0,17.0,quan lien chieu
4500.0,121.3,37.19,5.0,24.3,quan cam le
4500.0,121.3,37.19,5.0,24.3,quan cam le
2600.0,100.0,26.0,5.0,20.0,quan lien chieu
5500.0,105.0,52.38,5.0,21.0,quan lien chieu
1750.0,100.0,17.5,5.0,20.0,huyen hoa vang
2650.0,100.0,26.5,5.0,20.0,quan cam le
550.0,165.0,3.33,5.0,35.0,huyen hoa vang
4190.0,122.0,34.34,5.0,24.0,quan cam le
3280.0,115.0,28.52,5.0,21.0,quan cam le
2200.0,100.0,22.0,5.0,20.0,quan ngu hanh son
1000.0,85.0,11.76,5.0,17.0,quan ngu hanh son
2900.0,115.0,25.22,5.0,23.0,quan cam le
2390.0,100.0,23.9,5.0,20.0,quan ngu hanh son
400.0,150.0,2.67,6.0,25.0,huyen hoa vang
2900.0,90.0,32.22,6.0,15.0,quan ngu hanh son
2850.0,93.0,30.65,5.0,18.6,quan ngu hanh son
1370.0,200.0,6.85,8.01,25.0,huyen hoa vang
3000.0,100.0,30.0,5.0,20.0,quan cam le
3300.0,63.0,52.38,5.0,20.0,quan thanh khe
2690.0,74.0,36.35,5.0,14.0,quan lien chieu
3050.0,100.0,30.5,5.0,20.0,quan cam le
3750.0,125.0,30.0,5.0,25.0,quan ngu hanh son
2950.0,100.0,29.5,5.0,20.0,quan cam le
4500.0,121.2,37.19,5.0,20.0,quan cam le
2650.0,100.0,26.5,5.0,20.0,quan cam le
323.0,80.0,40.375,5.0,16.0,quan cam le
3150.0,100.0,31.5,5.0,25.0,quan cam le
1950.0,100.0,19.5,5.0,20.0,quan lien chieu
3450.0,100.0,34.5,5.0,20.0,quan cam le
3000.0,100.0,30.0,5.0,20.0,quan cam le
3600.0,125.0,28.8,5.0,25.0,quan lien chieu
3350.0,100.0,33.5,5.0,20.0,quan cam le
5000.0,100.0,50.0,5.0,20.0,quan cam le
2950.0,90.0,32.78,5.0,18.0,quan lien chieu
765.0,143.0,5.35,5.0,27.0,huyen hoa vang
2850.0,93.0,30.65,5.0,18.0,quan ngu hanh son
3500.0,100.0,35.0,5.0,20.0,quan lien chieu
3200.0,100.0,32.0,5.0,20.0,quan cam le
1800.0,120.0,15.0,6.0,20.0,quan ngu hanh son
2200.0,85.0,25.88,5.0,17.0,quan cam le
2420.0,117.0,20.68,5.0,23.0,quan cam le
8500.0,147.0,57.82,8.0,20.0,quan son tra
4500.0,157.1,28.66,6.5,25.0,quan cam le
4000.0,124.0,32.26,8.0,14.0,quan hai chau
5000.0,160.0,31.25,9.0,18.0,quan son tra
4480.0,127.0,35.28,6.3,21.0,quan son tra
2680.0,74.3,36.22,5.5,13.5,quan lien chieu
1500.0,100.0,15.0,5.0,20.0,quan ngu hanh son
980.0,120.0,8.17,6.1,19.5,huyen hoa vang
2850.0,100.0,28.5,5.0,20.0,quan ngu hanh son
2600.0,117.0,22.22,5.0,23.0,quan cam le
3700.0,84.0,44.05,5.0,23.0,quan ngu hanh son
4050.0,100.0,40.5,5.0,20.0,quan cam le
5550.0,116.0,47.84,7.0,16.0,quan son tra
1650.0,120.0,13.75,5.0,24.0,huyen hoa vang
520.0,120.0,4.33,5.0,24.0,huyen hoa vang
3200.0,100.0,32.0,5.0,20.0,quan ngu hanh son
2850.0,107.0,26.64,5.0,21.5,quan lien chieu
2690.0,77.0,34.94,5.0,20.0,quan lien chieu
1700.0,125.0,13.6,5.0,25.0,huyen hoa vang
1650.0,60.0,27.5,4.0,15.0,quan lien chieu
2700.0,100.0,27.0,5.0,20.0,quan cam le
3700.0,100.0,37.0,5.0,20.0,quan thanh khe
3050.0,105.0,29.05,5.0,21.0,quan ngu hanh son
421.0,111.0,3.79,5.0,22.0,huyen hoa vang
3300.0,112.5,29.46,4.5,25.0,quan lien chieu
420.0,110.0,3.82,5.0,22.0,huyen hoa vang
595.0,145.0,4.1,5.0,26.0,huyen hoa vang
551.0,161.0,3.42,5.0,35.0,huyen hoa vang
3300.0,102.0,32.35,4.0,22.0,quan ngu hanh son
2200.0,107.5,20.56,5.0,21.5,quan lien chieu
3750.0,92.0,40.76,5.0,18.0,quan lien chieu
1650.0,60.0,27.5,5.0,18.0,quan lien chieu
4600.0,150.0,30.67,7.0,20.0,quan ngu hanh son
566.0,100.0,5.66,7.0,20.0,quan hai chau
4100.0,72.0,56.94,5.0,14.4,quan son tra
3800.0,100.0,38.0,5.0,20.0,quan lien chieu
595.0,170.0,3.5,5.0,40.0,huyen hoa vang
3000.0,90.0,33.33,5.0,18.0,quan ngu hanh son
3800.0,90.0,42.22,5.0,15.0,quan thanh khe
1520.0,143.0,10.63,6.0,24.0,quan ngu hanh son
4500.0,127.0,35.43,6.0,21.0,quan son tra
3250.0,70.0,46.43,5.0,14.0,quan son tra
640.0,120.0,5.33,5.0,20.0,huyen hoa vang
4350.0,125.0,34.8,5.0,25.0,quan ngu hanh son
2850.0,55.0,51.82,5.0,20.0,quan hai chau
810.0,80.0,10.125,4.0,17.0,quan ngu hanh son
3350.0,75.0,44.67,5.0,17.0,quan thanh khe
2690.0,74.3,36.35,5.5,14.0,quan lien chieu
1650.0,60.0,27.5,4.0,17.0,quan lien chieu
1700.0,193.0,8.81,10.0,20.0,huyen hoa vang
1620.0,60.0,27.0,4.5,14.5,quan lien chieu
2500.0,90.0,27.78,5.0,18.0,quan cam le
3850.0,112.5,34.38,5.0,22.5,quan cam le
199.0,125.0,1.59,7.0,20.0,huyen hoa vang
3550.0,100.0,35.5,5.0,20.0,quan cam le
6200.0,130.0,47.69,6.5,20.0,quan cam le
4500.0,115.0,39.13,6.0,20.0,quan ngu hanh son
13500.0,200.0,67.5,10.0,20.0,quan son tra
3500.0,118.0,29.66,5.0,24.0,quan cam le
460.0,80.0,5.75,5.0,16.0,quan lien chieu
550.0,120.0,4.58,5.0,25.0,huyen hoa vang
2570.0,90.0,28.56,5.0,18.0,quan cam le
6200.0,140.0,44.29,6.0,28.0,quan thanh khe
3300.0,75.0,44.0,5.0,15.0,quan lien chieu
4900.0,85.0,57.65,5.0,19.0,quan son tra
2480.0,100.0,24.8,5.0,20.0,quan cam le
2060.0,100.0,20.6,5.0,20.0,quan lien chieu
2800.0,99.0,28.28,6.0,16.4,quan ngu hanh son
1550.0,111.0,13.96,5.0,21.0,quan lien chieu
1930.0,100.0,19.3,5.0,20.0,quan lien chieu
1850.0,99.0,18.69,6.0,17.0,quan lien chieu
235.0,75.0,31.333000000000002,7.0,12.0,quan hai chau
3070.0,100.0,30.7,5.0,20.0,quan cam le
2800.0,100.0,28.0,5.0,20.0,quan cam le
2000.0,162.0,12.35,6.5,27.0,quan lien chieu
1850.0,136.0,13.6,6.0,25.0,quan cam le
1900.0,101.0,18.81,5.0,20.2,huyen hoa vang
4180.0,100.0,41.8,5.0,20.0,quan cam le
6500.0,103.0,63.11,6.0,17.0,quan ngu hanh son
1950.0,321.0,6.07,10.0,32.1,huyen hoa vang
600.0,175.0,3.43,6.0,33.0,huyen hoa vang
7600.0,100.0,76.0,5.0,20.0,quan son tra
1850.0,100.0,18.5,5.0,20.0,quan cam le
3700.0,100.0,37.0,5.0,20.0,quan cam le
2750.0,75.0,36.67,5.5,13.5,quan lien chieu
650.0,105.0,6.19,5.0,21.0,huyen hoa vang
1230.0,102.0,12.06,5.0,20.0,quan cam le
5400.0,130.0,41.54,5.0,26.0,quan cam le
1760.0,70.0,25.14,5.0,26.0,quan cam le
1700.0,83.0,20.48,4.3,20.0,quan lien chieu
1850.0,80.0,23.13,4.0,20.0,quan cam le
1950.0,107.0,18.22,5.0,20.0,quan lien chieu
2000.0,95.0,21.05,5.0,19.0,quan lien chieu
880.0,148.0,5.95,5.0,30.0,huyen hoa vang
2220.0,100.0,22.2,5.0,20.0,quan cam le
3750.0,124.0,30.24,4.5,26.0,quan cam le
5700.0,88.0,64.77,8.0,11.0,quan son tra
2890.0,100.0,28.9,5.0,20.0,quan cam le
2500.0,105.0,23.81,5.0,21.0,quan lien chieu
2750.0,74.0,37.16,5.0,13.0,quan lien chieu
2400.0,71.0,33.8,5.0,13.0,quan thanh khe
3280.0,70.0,46.86,5.0,14.0,quan son tra
3050.0,110.0,27.73,5.0,22.0,quan lien chieu
596.0,200.0,2.98,6.0,33.5,huyen hoa vang
3290.0,70.0,47.0,5.0,25.0,quan son tra
1650.0,100.0,16.5,5.0,20.0,quan ngu hanh son
1700.0,100.0,17.0,5.0,20.0,huyen hoa vang
579.0,150.0,3.86,5.0,30.0,quan son tra
590.0,201.0,2.94,6.0,33.5,huyen hoa vang
4400.0,100.0,44.0,5.0,20.0,quan cam le
2900.0,125.0,23.2,5.0,25.0,quan cam le
4400.0,100.0,44.0,5.0,20.0,quan son tra
2050.0,125.0,16.4,5.0,20.0,huyen hoa vang
1400.0,195.0,7.18,7.0,27.0,huyen hoa vang
450.0,165.0,2.73,5.0,33.0,huyen hoa vang
1190.0,108.0,11.02,5.0,22.0,huyen hoa vang
2050.0,62.0,33.06,5.0,22.0,quan thanh khe
3970.0,75.0,52.93,5.0,15.0,quan lien chieu
3700.0,120.0,30.83,5.0,24.0,quan cam le
3500.0,90.0,38.89,5.0,18.0,quan lien chieu
1250.0,150.0,8.33,5.0,30.0,huyen hoa vang
3020.0,100.0,30.2,5.0,20.0,quan ngu hanh son
3290.0,63.0,52.22,4.0,20.0,quan thanh khe
1650.0,52.0,31.73,6.0,14.0,quan thanh khe
2400.0,52.0,46.15,3.45,10.0,quan hai chau
700.0,70.0,10.0,5.0,14.0,quan ngu hanh son
1550.0,100.0,15.5,5.0,14.0,quan ngu hanh son
3300.0,110.0,30.0,5.0,22.0,quan ngu hanh son
4350.0,100.0,43.5,5.0,20.0,quan cam le
2400.0,100.0,24.0,5.0,20.0,quan ngu hanh son
11000.0,125.0,88.0,5.0,25.0,quan son tra
2050.0,81.0,25.31,4.0,18.0,quan lien chieu
5300.0,100.0,53.0,5.0,20.0,quan ngu hanh son
5300.0,100.0,53.0,5.0,20.0,quan ngu hanh son
410.0,110.0,3.73,5.0,22.0,huyen hoa vang
3100.0,100.0,31.0,5.0,20.0,quan ngu hanh son
400.0,102.0,3.92,5.0,20.0,huyen hoa vang
5100.0,123.0,41.46,5.0,24.0,quan cam le
1800.0,122.0,14.75,5.0,24.0,huyen hoa vang
3200.0,94.0,34.04,4.0,24.0,quan cam le
2800.0,100.0,28.0,5.0,20.0,quan ngu hanh son
2200.0,180.0,12.222222222222221,6.0,30.0,huyen hoa vang
1490.0,100.0,14.9,5.0,20.0,quan ngu hanh son
3800.0,230.0,16.52173913043478,5.0,20.0,quan son tra
3000.0,200.0,15.0,5.0,20.0,quan ngu hanh son
3650.0,84.0,43.45,5.0,20.0,quan ngu hanh son
310.0,95.0,32.631,5.0,19.0,quan ngu hanh son
1280.0,120.0,10.67,6.0,20.0,quan ngu hanh son
3180.0,72.0,44.17,4.0,18.0,quan son tra
3670.0,109.0,33.67,5.0,21.0,quan cam le
1500.0,80.0,18.75,5.0,16.0,quan ngu hanh son
4500.0,124.0,36.29,5.0,24.5,quan lien chieu
900.0,143.2,6.29,5.0,24.5,huyen hoa vang
1100.0,120.0,9.17,6.0,20.0,huyen hoa vang
2380.0,100.0,23.8,5.0,20.0,quan ngu hanh son
149.0,93.0,15.967,3.5,27.4,quan cam le
2550.0,60.0,42.5,10.0,6.0,quan son tra
370.0,100.0,3.7,5.0,20.0,huyen hoa vang
