time,open,close,high
1620399600,57169.29441690275,57557.49565696164,57626.80208016573
1620396000,57081.85846504214,57169.29441690275,57250.36526435621
1620392400,57600.665488520215,57081.85846504214,57678.78621418443
1620388800,56577.63895708813,57600.665488520215,57600.665488520215
1620385200,56516.38419919674,56577.63895708813,56810.557283018104
1620381600,56389.201167589315,56516.38419919674,56669.38324641324
1620378000,56246.67635380455,56389.201167589315,56440.774153131766
1620374400,55773.86293584711,56246.67635380455,56246.67635380455
1620370800,56132.6690021871,55773.86293584711,56284.752036244434
1620367200,55794.26336385494,56132.6690021871,56193.0090683773
1620363600,55870.79139401457,55794.26336385494,56071.511865068285
1620360000,55773.35046695996,55870.79139401457,55886.3043980148
1620356400,55783.75783728756,55773.35046695996,56049.52655651391
1620352800,56265.99217982562,55783.75783728756,56359.38534255945
1620349200,56459.95268781361,56265.99217982562,56523.282579895225
1620345600,56284.58575720354,56459.95268781361,57038.27059706298
1620342000,56542.25239028293,56284.58575720354,56792.30524909358
1620338400,56344.201312735255,56542.25239028293,56558.241542805794
1620334800,55974.58221614621,56344.201312735255,56450.74103181048
1620331200,56166.46120032539,55974.58221614621,56203.3853174167
1620327600,55891.178025419504,56166.46120032539,56324.94737604532
1620324000,56875.093890002594,55891.178025419504,56970.25995363121
1620320400,56877.04275406033,56875.093890002594,57129.28856015665
1620316800,57204.66201002951,56877.04275406033,57448.37532987054
1620313200,57254.20990162631,57204.66201002951,57389.71731632462
1620309600,57315.10733605977,57254.20990162631,57431.18995982447
1620306000,57693.39174851174,57315.10733605977,57756.83451014823
1620302400,58060.92759630847,57693.39174851174,58073.310952143285
1620298800,57962.328726915206,58060.92759630847,58158.19488577343
1620295200,57289.62798989985,57962.328726915206,58325.68326258672
1620291600,57025.44481410757,57289.62798989985,57312.37501575706
1620288000,57038.94899725102,57025.44481410757,57216.96227837065
1620284400,56600.9945361026,57038.94899725102,57038.94899725102
1620280800,57082.6824280767,56600.9945361026,57228.495123943176
1620277200,56960.113371644125,57082.6824280767,57361.96255145691
1620273600,56893.11565774377,56960.113371644125,57475.18786753932
1620270000,57051.29330484773,56893.11565774377,57051.29330484773
1620266400,56867.828264287426,57051.29330484773,57176.25371916804
1620262800,56970.2628240279,56867.828264287426,57213.96953073278
1620259200,57560.68910981051,56970.2628240279,57562.766913781255
1620255600,57173.99394106915,57560.68910981051,57560.68910981051
1620252000,56862.69783406745,57173.99394106915,57568.143018448696
1620248400,56874.90274039416,56862.69783406745,56976.40437812122
1620244800,57077.71930874254,56874.90274039416,57226.9622690211
1620241200,57390.420179460096,57077.71930874254,57493.722710305556
1620237600,57356.153125948,57390.420179460096,57524.14101173757
1620234000,57445.89565840725,57356.153125948,57718.82701465366
1620230400,57806.79073930974,57445.89565840725,57911.74619932217
1620226800,56941.870184729974,57806.79073930974,57806.79073930974
1620223200,56162.0888472607,56941.870184729974,56960.35046799169
1620219600,55733.101396192105,56162.0888472607,56259.85231736425
1620216000,55175.88890108736,55733.101396192105,55733.101396192105
1620212400,55616.726541517346,55175.88890108736,55693.354748159196
1620208800,55396.05870532707,55616.726541517346,55812.016135679434
1620205200,55430.39495366171,55396.05870532707,55473.875533328996
1620201600,54973.044798736635,55430.39495366171,55539.10218207783
1620198000,54459.74896761007,54973.044798736635,55024.960338588535
1620194400,54609.371456393645,54459.74896761007,54747.818163492644
1620190800,54389.18985156813,54609.371456393645,54895.39046918564
1620187200,54854.72585564135,54389.18985156813,55266.05503493775
1620183600,55053.35050914317,54854.72585564135,55220.68538572376
1620180000,54767.906252126755,55053.35050914317,55331.21634341358
1620176400,54588.55850500518,54767.906252126755,54994.242043106016
1620172800,53052.472909786666,54588.55850500518,54737.42751585121
1620169200,54044.50732716481,53052.472909786666,54201.78390384341
1620165600,54396.74544165041,54044.50732716481,54431.98025437019
1620162000,54642.72428484649,54396.74544165041,54803.75606954238
1620158400,54630.167413094736,54642.72428484649,54816.40814414436
1620154800,54558.24805870847,54630.167413094736,54630.167413094736
1620151200,54196.246084502425,54558.24805870847,54715.49946649664
1620147600,54044.20763202748,54196.246084502425,54293.558820306425
1620144000,53848.075760037886,54044.20763202748,54278.1739548048
1620140400,54856.0073170752,53848.075760037886,54884.797535365986
1620136800,55509.127895357364,54856.0073170752,55518.40078553272
1620133200,55955.249565188824,55509.127895357364,56095.516622910465
1620129600,56144.70283015327,55955.249565188824,56259.505479376116
1620126000,56387.77661727644,56144.70283015327,56411.040424104816
1620122400,56091.427647256896,56387.77661727644,56598.38861236609
1620118800,55900.3781088686,56091.427647256896,56321.51522274926
1620115200,55956.346223817694,55900.3781088686,55999.249468348986
1620111600,56148.35465637217,55956.346223817694,56352.39402081002
1620108000,56058.44551373878,56148.35465637217,56164.922250761614
1620104400,55877.97668764829,56058.44551373878,56180.36307003951
1620100800,55468.035700004046,55877.97668764829,55877.97668764829
1620097200,55739.231927200046,55468.035700004046,55956.60058456708
1620093600,55749.487972822215,55739.231927200046,55964.11791190646
1620090000,55455.9395040713,55749.487972822215,55828.60478843789
1620086400,57178.692504145925,55455.9395040713,57195.471155037085
1620082800,57232.45405444206,57178.692504145925,57466.53995230152
1620079200,57191.738828671296,57232.45405444206,57387.04279739562
1620075600,56816.87694371641,57191.738828671296,57191.738828671296
1620072000,57437.27530016017,56816.87694371641,57525.06574746607
1620068400,57822.35966105393,57437.27530016017,57822.35966105393
1620064800,57951.65566631524,57822.35966105393,58064.38626367982
1620061200,57684.15921183748,57951.65566631524,58173.74766649777
1620057600,57745.58958074325,57684.15921183748,57876.1028246955
1620054000,57865.71745611484,57745.58958074325,58036.84604656913
1620050400,57801.722998020254,57865.71745611484,58178.556968384335
1620046800,58580.30690577947,57801.722998020254,58637.497781663464
1620043200,58715.92196497599,58580.30690577947,58762.24262485532
1620039600,58508.39593970168,58715.92196497599,58918.48523313438
1620036000,58493.035049028964,58508.39593970168,58633.861615848036
1620032400,58730.37609588928,58493.035049028964,58800.90386592329
1620028800,58803.56284190657,58730.37609588928,58918.08911802016
1620025200,57953.90526125512,58803.56284190657,58813.72898372769
1620021600,57976.30181042697,57953.90526125512,58057.053067841276
1620018000,57842.1791998012,57976.30181042697,58081.26498591714
1620014400,57961.71910510599,57842.1791998012,58040.6943277065
1620010800,58116.110470965585,57961.71910510599,58196.853326669174
1620007200,58128.020334359855,58116.110470965585,58237.800760755286
1620003600,57452.754450961074,58128.020334359855,58149.724422646825
1620000000,56626.921186575295,57452.754450961074,57584.134245483365
1619996400,56407.40055996843,56626.921186575295,56633.013347295666
1619992800,56730.855302178934,56407.40055996843,56762.5379356498
1619989200,57032.99333815654,56730.855302178934,57139.327512330936
1619985600,56976.905917249744,57032.99333815654,57086.345742792386
1619982000,56876.75030283636,56976.905917249744,56976.905917249744
1619978400,56818.77253084883,56876.75030283636,56930.5418088494
1619974800,56595.009762231624,56818.77253084883,56855.06902789767
1619971200,56540.49335649303,56595.009762231624,56756.052653318686
1619967600,56883.1459030041,56540.49335649303,56883.1459030041
1619964000,56795.01730571221,56883.1459030041,56983.57819751687
1619960400,56879.70072621281,56795.01730571221,56918.70254613959
1619956800,57030.15067950887,56879.70072621281,57237.91023248878
1619953200,56835.48387049626,57030.15067950887,57030.15067950887
1619949600,56496.815224275015,56835.48387049626,56920.556574177506
1619946000,56462.79770263961,56496.815224275015,56623.17500949616
1619942400,56761.840833969414,56462.79770263961,56763.50925298679
1619938800,56836.947407491265,56761.840833969414,56982.951193872046
1619935200,57038.28065794926,56836.947407491265,57049.42529220858
1619931600,56913.546797898176,57038.28065794926,57083.273719201236
1619928000,56544.32177065538,56913.546797898176,56924.34514556435
1619924400,57695.78311110658,56544.32177065538,57698.38896379569
1619920800,57465.50326932934,57695.78311110658,57716.5760100168
1619917200,57416.306765487505,57465.50326932934,57508.94030554478
1619913600,57838.77056233021,57416.306765487505,57925.4349854256
1619910000,57631.92918828493,57838.77056233021,57944.999895688255
1619906400,57429.21171187891,57631.92918828493,57697.33744654317
1619902800,57638.3540957045,57429.21171187891,57725.56227599824
1619899200,57834.33689971719,57638.3540957045,57902.488558137884
1619895600,57610.04520898896,57834.33689971719,57965.03263634374
1619892000,57601.645575086346,57610.04520898896,57669.929624434284
1619888400,57507.965922022166,57601.645575086346,57736.07530725395
1619884800,57387.94092575594,57507.965922022166,57667.068507670454
1619881200,57452.24983484189,57387.94092575594,57467.743750416754
1619877600,57690.90064400185,57452.24983484189,57694.69939195499
1619874000,57894.56118886995,57690.90064400185,57999.14723764882
1619870400,57832.377043678265,57894.56118886995,58062.20332834966
1619866800,57503.57672643417,57832.377043678265,57840.6012959508
1619863200,57503.30346958285,57503.57672643417,57662.86594734375
1619859600,57526.838863286954,57503.30346958285,57811.45191684895
1619856000,57812.40724148575,57526.838863286954,57940.7328221358
1619852400,57989.49987912289,57812.40724148575,58036.48698015621
1619848800,58136.617626342675,57989.49987912289,58233.948570627
1619845200,57955.18352698473,58136.617626342675,58402.29252155877
1619841600,58205.2059129595,57955.18352698473,58261.67432136629
1619838000,58166.37618968867,58205.2059129595,58267.690958573905
1619834400,58461.99778712534,58166.37618968867,58473.1436606246
1619830800,57819.201162152545,58461.99778712534,58466.31075904553
1619827200,57709.74890245415,57819.201162152545,58094.75290737405
1619823600,57249.75514862703,57709.74890245415,57949.54142554372
1619820000,57010.816030296475,57249.75514862703,57380.677035020875
1619816400,56888.938140010374,57010.816030296475,57093.929256538315
1619812800,56895.32797258341,56888.938140010374,57071.14493902319
1619809200,56920.91652360245,56895.32797258341,57072.707575202985
1619805600,56619.7121628623,56920.91652360245,57039.836493742085
1619802000,56803.116473373484,56619.7121628623,56821.10925298276
1619798400,57270.664239150195,56803.116473373484,57318.20344216847
1619794800,56171.06196691333,57270.664239150195,57270.664239150195
1619791200,56153.33318855957,56171.06196691333,56266.27201195494
1619787600,54696.47986913838,56153.33318855957,56153.33318855957
1619784000,54349.03140801017,54696.47986913838,54729.32181393535
1619780400,54221.62575675178,54349.03140801017,54401.44600169262
1619776800,54394.37676540208,54221.62575675178,54509.11209443989
1619773200,54657.17307645318,54394.37676540208,54788.28923329052
1619769600,54454.10306732816,54657.17307645318,54657.17307645318
1619766000,54454.76739991909,54454.10306732816,54528.74115855411
1619762400,54331.652125379755,54454.76739991909,54456.27066470431
1619758800,54186.48992771545,54331.652125379755,54331.652125379755
1619755200,53891.04319483747,54186.48992771545,54235.24484447394
1619751600,53635.52125275146,53891.04319483747,53891.04319483747
1619748000,53424.48128171657,53635.52125275146,53635.52125275146
1619744400,53375.151893772105,53424.48128171657,53602.814478260785
1619740800,53551.87931406422,53375.151893772105,53800.443038639474
1619737200,53441.15234197849,53551.87931406422,53662.04843599315
1619733600,53322.58707819482,53441.15234197849,53455.156391930104
1619730000,52944.17882126607,53322.58707819482,53345.951814096516
1619726400,52927.830329866156,52944.17882126607,53271.08337352923
1619722800,52940.5754783808,52927.830329866156,53022.2946630274
1619719200,52818.27424415685,52940.5754783808,52964.56921059186
1619715600,52960.740511701755,52818.27424415685,53171.732257396085
1619712000,53727.57479282684,52960.740511701755,53800.98861329656
1619708400,53649.929894022,53727.57479282684,53912.28237843181
1619704800,53730.40894481704,53649.929894022,53892.28336376426
1619701200,54432.3972733695,53730.40894481704,54435.231813454215
1619697600,54311.068835923455,54432.3972733695,54516.9642023476
1619694000,54357.23426267852,54311.068835923455,54496.54447433824
1619690400,54660.92424202878,54357.23426267852,54704.486382623916
1619686800,53998.765800518,54660.92424202878,54715.20469604021
1619683200,54466.6109727441,53998.765800518,54482.1661648522
1619679600,54400.756032464975,54466.6109727441,54480.791203176144
1619676000,53943.167750936875,54400.756032464975,54456.5005674323
1619672400,53756.30400011437,53943.167750936875,54000.60695106969
1619668800,54300.10543875383,53756.30400011437,54300.10543875383
1619665200,54571.62979004675,54300.10543875383,54626.94611454771
1619661600,54631.47220491138,54571.62979004675,54743.389290283376
1619658000,54797.81511836061,54631.47220491138,54799.39037746617
1619654400,54930.56198911957,54797.81511836061,55173.029065711
1619650800,54583.968551606304,54930.56198911957,54930.56198911957
1619647200,54849.15464480704,54583.968551606304,54879.82256149653
1619643600,54194.34308921528,54849.15464480704,54903.35408505643
1619640000,55349.36560281807,54194.34308921528,56350.8360797247
1619636400,54963.20716042843,55349.36560281807,55349.36560281807
1619632800,54880.71656363277,54963.20716042843,55041.00602847491
1619629200,54729.770287390085,54880.71656363277,54988.931933305736
1619625600,54558.00610732599,54729.770287390085,54790.87918463189
1619622000,54613.99977111638,54558.00610732599,54627.39088683615
1619618400,54815.7970858054,54613.99977111638,54893.5699956344
1619614800,55185.40662975355,54815.7970858054,55210.28221154772
1619611200,54877.818590660034,55185.40662975355,55308.49010183103
1619607600,54443.71222766228,54877.818590660034,55062.02019633692
1619604000,54282.76156109289,54443.71222766228,54745.75042677907
1619600400,54183.67322337224,54282.76156109289,54397.36323052248
1619596800,54310.701092817,54183.67322337224,54524.531045803014
1619593200,54157.94947510384,54310.701092817,54526.55134594175
1619589600,54707.24090562835,54157.94947510384,54707.24090562835
1619586000,54952.25207927131,54707.24090562835,54985.20590903146
1619582400,54891.92414890271,54952.25207927131,55035.444129800766
1619578800,55180.76466925613,54891.92414890271,55304.097247793965
1619575200,55549.670569185175,55180.76466925613,55680.41935164391
1619571600,55445.33824778817,55549.670569185175,55723.35356284248
1619568000,55147.97479137797,55445.33824778817,55454.2566818768
1619564400,54885.271554805455,55147.97479137797,55147.97479137797
1619560800,55256.766591680134,54885.271554805455,55314.46722706857
1619557200,55020.68554430054,55256.766591680134,55453.93840736763
1619553600,54902.32411299828,55020.68554430054,55109.803628138485
1619550000,54980.57831098865,54902.32411299828,55024.529980503656
1619546400,54851.98636526824,54980.57831098865,55018.673631890415
1619542800,54698.341930160044,54851.98636526824,54948.55764499838
1619539200,55092.70730389058,54698.341930160044,55126.98900823143
1619535600,54979.0121884951,55092.70730389058,55305.767183758806
1619532000,54664.552716949154,54979.0121884951,55067.95124220981
1619528400,54903.616263589276,54664.552716949154,55047.875516525884
1619524800,55231.303000943364,54903.616263589276,55293.85126653325
1619521200,54793.53927573868,55231.303000943364,55248.453379063714
1619517600,54548.0291507827,54793.53927573868,54826.42243884894
1619514000,54557.97520027943,54548.0291507827,54724.01094516486
1619510400,54599.98225867709,54557.97520027943,54953.726178213976
1619506800,54781.03382559774,54599.98225867709,54884.02121911062
1619503200,53940.95514075261,54781.03382559774,54811.16709370591
1619499600,53531.57174694345,53940.95514075261,53972.84779889856
1619496000,53599.0880681964,53531.57174694345,53689.26994175076
1619492400,53905.466226438504,53599.0880681964,53911.6473261802
1619488800,53817.96536643685,53905.466226438504,54014.979980094766
1619485200,53709.494749537196,53817.96536643685,53848.97318247921
1619481600,54028.65321811019,53709.494749537196,54135.25223675457
1619478000,53535.39493209689,54028.65321811019,54054.511850066665
1619474400,53177.03432474011,53535.39493209689,54146.44402556664
1619470800,53129.23222523589,53177.03432474011,53496.43867427853
1619467200,53947.25955301193,53129.23222523589,54077.628811833725
1619463600,54338.300973919264,53947.25955301193,54372.75528712661
1619460000,54062.528806496506,54338.300973919264,54338.300973919264
1619456400,53625.40899783472,54062.528806496506,54345.12830633578
1619452800,53656.6181404476,53625.40899783472,53773.76143392423
1619449200,53651.52435322734,53656.6181404476,53744.14713228492
1619445600,53755.40746297993,53651.52435322734,53886.70817937397
1619442000,53583.988251352974,53755.40746297993,53954.391601782605
1619438400,53719.62309791923,53583.988251352974,53946.55758759776
1619434800,53315.002826313525,53719.62309791923,53723.561007683
1619431200,53453.867643821315,53315.002826313525,53529.62846273559
1619427600,52663.99464689548,53453.867643821315,53488.9377994521
1619424000,52916.40734231671,52663.99464689548,52966.148531803454
1619420400,52882.66317200132,52916.40734231671,53009.103912349434
1619416800,52628.36843886137,52882.66317200132,53077.33902138966
1619413200,52438.030598766876,52628.36843886137,52628.36843886137
1619409600,52409.10482808269,52438.030598766876,52566.71627137881
1619406000,51983.39366457337,52409.10482808269,52409.10482808269
1619402400,52376.144460776515,51983.39366457337,52435.170699487935
1619398800,50907.45281559808,52376.144460776515,52376.144460776515
1619395200,49200.12583517518,50907.45281559808,50907.45281559808
1619391600,48670.604865148445,49200.12583517518,49200.12583517518
1619388000,47606.95474528706,48670.604865148445,48728.18723482545
1619384400,48105.61936660947,47606.95474528706,48380.011460399335
1619380800,49421.064069429245,48105.61936660947,49603.015438170354
1619377200,49724.45150971651,49421.064069429245,49815.578195663365
1619373600,49966.256352674325,49724.45150971651,49981.21973251715
1619370000,50380.646444197715,49966.256352674325,50412.63756087994
1619366400,50328.104193195126,50380.646444197715,50380.646444197715
1619362800,50348.46142397484,50328.104193195126,50525.929420132874
1619359200,49939.52610858026,50348.46142397484,50472.997045458185
1619355600,49888.83824686044,49939.52610858026,50138.853144303095
1619352000,49592.46370553358,49888.83824686044,49897.40563217501
1619348400,49412.553720193864,49592.46370553358,49673.01382912763
1619344800,49322.352390126434,49412.553720193864,49879.46252043444
1619341200,50136.23571052406,49322.352390126434,50195.742240249914
1619337600,49713.983139087235,50136.23571052406,50268.58101410365
1619334000,49425.958284688146,49713.983139087235,49730.086840909964
1619330400,49849.006534370346,49425.958284688146,49893.39331969039
1619326800,49757.156395984464,49849.006534370346,49868.74809044165
1619323200,49790.076127124776,49757.156395984464,49818.65292456334
1619319600,50371.50567415847,49790.076127124776,50373.846297061944
1619316000,50287.22318463544,50371.50567415847,50459.57024333363
1619312400,49883.5967492573,50287.22318463544,50336.31365084541
1619308800,50041.36171628123,49883.5967492573,50348.44366458391
1619305200,50386.89302119558,50041.36171628123,50547.69408058402
1619301600,50891.521729325636,50386.89302119558,50935.463541799356
1619298000,50946.676652285234,50891.521729325636,51010.11047741458
1619294400,50720.34868309248,50946.676652285234,50982.505441745256
1619290800,50642.52227954351,50720.34868309248,50910.96301241413
1619287200,50170.731893835225,50642.52227954351,50771.56999762991
1619283600,49947.92775034357,50170.731893835225,50177.557046342125
1619280000,50238.77236852744,49947.92775034357,50284.196825031926
1619276400,49230.886376325776,50238.77236852744,50250.971005746746
1619272800,49655.355795778785,49230.886376325776,49655.355795778785
1619269200,49592.66539088533,49655.355795778785,49755.14334008209
1619265600,49179.89306503187,49592.66539088533,49788.345480278134
1619262000,49181.77117810812,49179.89306503187,49495.44278785982
1619258400,49613.02081611665,49181.77117810812,49613.02081611665
1619254800,49813.3889728867,49613.02081611665,49845.97245347587
1619251200,49877.53603985139,49813.3889728867,50228.33400588806
1619247600,50296.51242479896,49877.53603985139,50296.51242479896
1619244000,50435.82120501892,50296.51242479896,50558.7708027736
1619240400,50470.05051027596,50435.82120501892,50567.13509067187
1619236800,50125.53832887682,50470.05051027596,50595.58867273103
1619233200,50179.51331474596,50125.53832887682,50449.95873443133
1619229600,49770.20680696358,50179.51331474596,50327.53915261851
1619226000,49959.34779089362,49770.20680696358,50084.9852356049
1619222400,51178.43288830234,49959.34779089362,51184.141079187495
1619218800,50504.943181309245,51178.43288830234,51178.43288830234
1619215200,50461.22875291119,50504.943181309245,50703.7010148445
1619211600,50607.07444029219,50461.22875291119,50938.612588779484
1619208000,50952.9531700088,50607.07444029219,51348.4355302361
1619204400,50544.996520121196,50952.9531700088,50952.9531700088
1619200800,49873.45804053627,50544.996520121196,50808.765281691434
1619197200,49904.01809504387,49873.45804053627,50103.53203896426
1619193600,49993.75759688857,49904.01809504387,50083.916262275445
1619190000,49559.80639799811,49993.75759688857,49993.75759688857
1619186400,49178.000173878485,49559.80639799811,49837.91990747793
1619182800,49333.49750678535,49178.000173878485,49475.441317466466
1619179200,50110.428038848964,49333.49750678535,50219.75570248429
1619175600,49363.95601082857,50110.428038848964,50241.51047903221
1619172000,48300.11552338156,49363.95601082857,49596.1636363793
1619168400,48572.16821735856,48300.11552338156,48748.62714323238
1619164800,47885.9770080285,48572.16821735856,48758.19260473917
1619161200,48891.39744364527,47885.9770080285,49373.8283834289
1619157600,49507.681618743474,48891.39744364527,49509.470086762114
1619154000,49136.641988067524,49507.681618743474,49756.75754614634
1619150400,50257.98509024551,49136.641988067524,50485.64273698793
1619146800,49979.92049840762,50257.98509024551,50394.58742319323
1619143200,51093.48451910524,49979.92049840762,51306.30696473545
1619139600,51528.13005457391,51093.48451910524,51608.355495023025
1619136000,51721.74319394744,51528.13005457391,52058.37669574152
1619132400,51601.94274375184,51721.74319394744,52178.59588761022
1619128800,51675.447349758906,51601.94274375184,52130.46331165709
1619125200,51685.81332052197,51675.447349758906,51908.71357149427
1619121600,52585.430023933906,51685.81332052197,52911.77167693602
1619118000,53200.01307138735,52585.430023933906,53379.57625413231
1619114400,53410.855821015095,53200.01307138735,53517.04464746581
1619110800,54978.482305881116,53410.855821015095,54983.35960986759
1619107200,54634.165792908265,54978.482305881116,55102.71540295701
1619103600,54799.605490471105,54634.165792908265,54802.06445227981
1619100000,54485.68777529816,54799.605490471105,54842.74047771269
1619096400,55072.25591411758,54485.68777529816,55222.00569164903
1619092800,54839.99983246762,55072.25591411758,55449.19163653563
1619089200,53914.688626585696,54839.99983246762,55116.673474640105
1619085600,54296.459935544175,53914.688626585696,54382.30090880467
1619082000,53564.158827632295,54296.459935544175,54296.459935544175
1619078400,54218.875563101494,53564.158827632295,54219.0735819537
1619074800,54525.26016246341,54218.875563101494,54576.47973040757
1619071200,54493.445385074076,54525.26016246341,54829.57230603867
1619067600,54221.322316225895,54493.445385074076,54526.079104575016
1619064000,53537.77231879813,54221.322316225895,54286.00570069445
1619060400,53796.25366361941,53537.77231879813,54026.81306488109
1619056800,53694.20646200939,53796.25366361941,54017.29135515358
1619053200,54051.24055841982,53694.20646200939,54562.04373954737
1619049600,53913.34616343146,54051.24055841982,54076.15781510335
1619046000,54146.289946292425,53913.34616343146,54272.162534694675
1619042400,54710.994506793395,54146.289946292425,54996.73492741206
1619038800,54979.718238565285,54710.994506793395,55179.99881381469
1619035200,55352.76239290831,54979.718238565285,55523.89639900285
1619031600,55317.708688019244,55352.76239290831,55679.34842232444
1619028000,55544.82207183827,55317.708688019244,55599.64214094882
1619024400,55715.31298689223,55544.82207183827,55771.90009769303
1619020800,56239.51326134057,55715.31298689223,56280.945220685244
1619017200,56168.13262870941,56239.51326134057,56321.412773288364
1619013600,55492.47169337855,56168.13262870941,56256.24051979097
1619010000,55466.1974297953,55492.47169337855,55624.02170490494
1619006400,54600.30214826121,55466.1974297953,55549.217443369744
1619002800,54932.596044421705,54600.30214826121,55078.2911760357
1618999200,55468.749756407524,54932.596044421705,55589.73794251733
1618995600,55430.37190813312,55468.749756407524,55702.31596725157
1618992000,55282.32547016734,55430.37190813312,55594.73855584167
1618988400,55459.22219981398,55282.32547016734,55678.6724632616
1618984800,55375.86204268601,55459.22219981398,55757.6572328632
1618981200,55256.790496198235,55375.86204268601,55624.22818053883
1618977600,55292.891870230764,55256.790496198235,55531.99409085031
1618974000,56102.606968523396,55292.891870230764,56157.84436540224
1618970400,56063.965413222984,56102.606968523396,56220.98140526638
1618966800,55656.05817508277,56063.965413222984,56118.0925217401
1618963200,56459.67491864955,55656.05817508277,56765.59799978855
1618959600,56430.90862610586,56459.67491864955,56566.37534135328
1618956000,57006.353415649006,56430.90862610586,57065.13451719659
1618952400,56783.45888337113,57006.353415649006,57006.353415649006
1618948800,56502.976554057896,56783.45888337113,57000.01352658922
1618945200,56308.045834729244,56502.976554057896,56730.876395998486
1618941600,55946.581594871444,56308.045834729244,56419.693371230365
1618938000,55797.49026904182,55946.581594871444,55947.20596730503
